,id,name,url,summary,picture,birthplace,deathplace,birthdate,deathdate,cause_of_death,last name
207,207,theobald reinhold von oer,https://www.wikigallery.org//wiki/artist56339/Theobald-Reinhold-von-Oer/page-1,"Theobald Reinhold Freiherr von Oer (9 October 1807 – 1885 in Coswig) was a German painter, illustrator and etcher. He is notable for his portraits, genre paintings and historic paintings. He is associated with the Düsseldorf school of painting.",,,,,,,oer
209,209,jan van huysum,https://www.wikigallery.org//wiki/artist37733/Jan-Van-Huysum/page-1,"Jan van Huysum (or Jan van Huijsum) (15 April 1682 – 8 February 1749) is the most notable member of the Van Huysum family of artists working in Dutch Golden Age of the 17th and 18th centuries; “by common consent, Jan van Huysum has been held to be the best painter of flowers.” Trained in decoration from a young age, he “gradually developed an execution of details of the utmost beauty and finish” creating “wonderful flower pieces whereon drops of water and crawling ants could be seen without a magnifying glass.”",209.0,79.0,79.0,1682-04-15,1749-02-08,,huysum
210,210,maximilien luce,https://www.wikigallery.org//wiki/artist42599/Maximilien-Luce/page-1,"Maximilien Luce (13 March 1858 – 6 February 1941) was a prolific French Neo-impressionist artist, known for his paintings, illustrations, engravings, and graphic art, and also for his anarchist activism. Starting as an engraver, he then concentrated on painting, first as an Impressionist, then as a Pointillist, and finally returning to Impressionism.",210.0,2.0,2.0,1858-03-13,1941-02-06,,luce
211,211,franz andreas bauer,https://www.wikigallery.org//wiki/artist61207/Franz-Andreas-Bauer/page-1,"Franz Andreas Bauer (later Francis) (14 March 1758 – 11 December 1840) was an Austrian microscopist and botanical artist. The standard author abbreviation F.A.Bauer is used to indicate this person as the author when citing a botanical name.Born in Feldsberg, Lower Austria (now Valtice, Czech Republic), he was the son of Lucas Bauer (died 1761), court painter to the Prince of Liechtenstein, and brother of the painters Josef Anton (1756–1830) and Ferdinand Bauer (1760–1826). After Lucas Bauer's death, his wife, Therese continued to give her three sons lessons in art and illustration. Josef succeeded his father as court painter and eventually became keeper of the gallery in Vienna.
Francis and Ferdinand acquired their first experience of botanical illustration with the arrival of Father Norbert Boccius, Abbot of Feldsberg, in 1763, and produced over 2000 watercolour drawings of plant specimens under his guidance. They were then employed by Count Dietrichstein as flower painters in Vienna - Franz illustrated works by the Baron Nikolaus Joseph von Jacquin and his son Baron Joseph Franz von Jacquin at the Schönbrunn Imperial Gardens; Franz then accompanied the latter to London. There Jacquin the younger introduced him to Sir Joseph Banks, who, recognizing his extraordinary talent, secured him a position as first botanical illustrator at the Royal Botanic Gardens, Kew and Museum, at an annual salary of £300. He stayed there for the rest of his life, producing a wealth of superb botanical and anatomical illustrations, became a member of the Royal Society and was appointed ‘Botanic Painter to His Majesty' King George III.
By 1790 Bauer had settled in at Kew, and was involved in detailed paintings and drawings of flower dissections, often at microscopic level, and taking great care in the hand-colouring of lithographic copies of his work. During this time he tutored Queen Charlotte, Princess Elizabeth and William Hooker in the art of illustration, and often entertained friends and botanists at his home. He died in 1840, and is buried at St. Anne's Church, Kew, next to Thomas Gainsborough. His legacy is to be found in such sumptuous publications as Delineations of Exotick Plants (1796–1803), his collaboration with John Lindley Illustrations of Orchidaceous Plants (1830–38), and his delicate lithographs in Strelitzia Depicta (1818).",211.0,96.0,393.0,1758-03-14, 1840-12-12,,bauer
212,212,rosa jameson,https://www.wikigallery.org//wiki/artist49520/Rosa-Jameson/page-1,,,,,,,,jameson
213,213,henry w. hansen,https://www.wikigallery.org//wiki/artist52540/Henry-W.-Hansen/page-1,"John William Henry II (born September 13, 1949) is an American businessman and investor and the founder of John W. Henry & Company, an investment management firm. He is the principal owner of Liverpool Football Club, the Boston Red Sox, The Boston Globe, and co-owner of RFK Racing. As of November 2021, Forbes estimated his net worth to be $3.6 billion.",,,,,,,hansen
214,214,william small,https://www.wikigallery.org//wiki/artist46697/William-Small/page-1,"William Small (13 October 1734 – 25 February 1775) was a Scottish physician and a professor of natural philosophy at the College of William and Mary in Virginia, where he became an influential mentor for Thomas Jefferson.",,,,,,,small
215,215,benjamin ferrers,https://www.wikigallery.org//wiki/artist51700/Benjamin-Ferrers/page-1,Benjamin Ferrers (c. 1667–1732) was an English portrait painter.,,,,,,,ferrers
216,216,sebastiano del piombo luciani,https://www.wikigallery.org//wiki/artist39347/Sebastiano-Del-Piombo-%28Luciani%29/page-1,"Sebastiano del Piombo (Italian: [sebaˈstjaːno del ˈpjombo]; c. 1485 – 21 June 1547) was an Italian painter of the High Renaissance and early Mannerist periods famous as the only major artist of the period to combine the colouring of the Venetian school in which he was trained with the monumental forms of the Roman school.  He belongs both to the painting school of his native city, Venice, where he made significant contributions before he left for Rome in 1511, and that of Rome, where he stayed for the rest of his life, and whose style he thoroughly adopted.Born Sebastiano Luciani, after coming to Rome he became known as Sebastiano Veneziano or Viniziano (""Sebastian the Venetian""), until in 1531 he became the Keeper of the Seal to the Papacy, and so got the nickname del Piombo (""of the Lead"") thereafter, from his new job title of piombatore. Friends like Michelangelo and Ariosto called him Fra Bastiano (""Brother Bastian"").Never a very disciplined or productive painter, his artistic productivity fell still further after becoming piombatore, which committed him to attend on the pope most days, to travel with him and to take holy orders as a friar, despite having a wife and two children. He now painted mostly portraits, and relatively few works of his survive compared to his great contemporaries in Rome. This limited his involvement with the Mannerist style of his later years.
Having achieved success as a lutenist in Venice when young, he turned to painting and trained with Giovanni Bellini and Giorgione.  When he first went to Rome he worked alongside Raphael and then became one of the few painters to get on well with Michelangelo, who tried to promote his career by encouraging him to compete for commissions against Raphael.  He painted portraits and religious subjects in oils, and once he was established avoided the large fresco schemes that took up so much of the time of Raphael and Michelangelo.  His earlier career in both Venice and Rome was somewhat overshadowed by the presence of clearly greater painters in the same city, but after the death of Raphael in 1520 he became Rome's leading painter.  His influence on other artists was limited by his lack of prominent pupils, and relatively little dissemination of his works in print copies.",216.0,97.0,72.0,,,,luciani
217,217,john sell cotman,https://www.wikigallery.org//wiki/artist36285/John-Sell-Cotman/page-1,"John Sell Cotman (16 May 1782 – 24 July 1842) was an English marine and landscape painter, etcher, illustrator, and a leading member of the Norwich School of painters.
Born in Norwich, the son of a silk merchant and lace dealer, Cotman was educated at the Norwich Grammar School. He showed an early talent for art. It was intended that he followed his father into the family business but, intent on a career in art, he moved to London in 1798, where he met artists such as J. M. W. Turner, Peter de Wint and Thomas Girtin, whose sketching club he joined, and whom he travelled with to Wales and Surrey. By 1800 he was exhibiting at the Royal Academy, showing scenes of the Welsh countryside there in 1801 and 1802. His drawing expeditions took him throughout southern Britain, and to Yorkshire, where he stayed with the Cholmeley family during the three summers of 1803–1805.
His sons Miles Edmund and John Joseph Cotman became notable painters in their own right.",217.0,98.0,7.0,1782-05-16,1842-05-24,,cotman
218,218,melozzo da forli,https://www.wikigallery.org//wiki/artist34797/Melozzo-da-Forli/page-1,Melozzo da Forlì (c. 1438 – 8 November 1494) was an Italian Renaissance painter and architect. His fresco paintings are notable for the use of foreshortening. He was the most important member of the Forlì painting school.,218.0,99.0,99.0,,,,forli
219,219,edward robert hughes,https://www.wikigallery.org//wiki/artist49168/Edward-Robert-Hughes/page-1,"Edward Robert Hughes  (5 November 1851 – 23 April 1914) was a British painter, who primarily worked in watercolours, but also produced a number of oil paintings. He was influenced by his uncle and artist, Arthur Hughes who was associated with the Pre-Raphaelite Brotherhood, and worked closely with one of the Brotherhood's founders, William Holman Hunt.",,,,,,,hughes
220,220,william ward,https://www.wikigallery.org//wiki/artist44256/William-Ward/page-1,,,,,,,,ward
221,221,james howe,https://www.wikigallery.org//wiki/artist49239/James-Howe/page-1,"Wong Tung Jim, A.S.C. (Chinese: 黃宗霑; August 28, 1899 – July 12, 1976), known professionally as James Wong Howe (Houghto), was a Chinese-born American cinematographer who worked on over 130 films. During the 1930s and 1940s, he was one of the most sought after cinematographers in Hollywood due to his innovative filming techniques. Howe was known as a master of the use of shadow and one of the first to use deep-focus cinematography, in which both foreground and distant planes remain in focus.Born in Canton (Guangzhou), China, Howe immigrated to the United States at age five and grew up in Washington. He was a professional boxer during his teenage years, and later began his career in the film industry as an assistant to Cecil B. DeMille. Howe pioneered the use of wide-angle lenses and low-key lighting, as well as the use of the crab dolly.
Despite the success of his professional life, Howe faced significant racial discrimination in his private life. He became an American citizen only after the repeal of the Chinese Exclusion Act in 1943, and due to anti-miscegenation laws, his marriage to a white woman was not legally recognized in the United States until 1948.
Howe earned 10 nominations for the Academy Award for Best Cinematography, winning twice for The Rose Tattoo (1955) and Hud (1963). He also received Oscar nominations for Algiers (1938), Abe Lincoln in Illinois (1940), Kings Row (1942), The North Star (1943), Air Force (1943),  The Old Man and the Sea (1958), Seconds (1966), and Funny Lady (1975). He was selected as one of the 10 most influential cinematographers in a survey of the members of the International Cinematographers Guild.",221.0,100.0,394.0,1899-08-28,1976-07-12,,howe
222,222,franz xaver messerschmidt,https://www.wikigallery.org//wiki/artist46925/Franz-Xaver-Messerschmidt/page-1,"Franz Xaver Messerschmidt (February 6, 1736 – August 19, 1783) was a German-Austrian sculptor most famous for his ""character heads"", a collection of busts with faces contorted in extreme facial expressions.",222.0,101.0,395.0,,1783-08-19,,messerschmidt
223,223,karl friedrich schinkel,https://www.wikigallery.org//wiki/artist37209/Karl-Friedrich-Schinkel/page-1,"Karl Friedrich Schinkel (13 March 1781 – 9 October 1841) was a Prussian architect, city planner and painter who also designed furniture and stage sets. Schinkel was one of the most prominent architects of Germany and designed both neoclassical and neogothic buildings. His most famous buildings are found in and around Berlin.",223.0,102.0,120.0,1781-03-13,1841-10-09,,schinkel
224,224,jean auguste dominique ingres,https://www.wikigallery.org//wiki/artist46443/Jean-Auguste-Dominique-Ingres/page-1,"Jean-Auguste-Dominique Ingres ( ANG-grə, French: [ʒɑ̃ oɡyst dɔminik ɛ̃ɡʁ]; 29 August 1780 – 14 January 1867) was a French Neoclassical painter. Ingres was profoundly influenced by past artistic traditions and aspired to become the guardian of academic orthodoxy against the ascendant Romantic style. Although he considered himself a painter of history in the tradition of Nicolas Poussin and Jacques-Louis David, it is his portraits, both painted and drawn, that are recognized as his greatest legacy. His expressive distortions of form and space made him an important precursor of modern art, influencing Picasso, Matisse and other modernists.
Born into a modest family in Montauban, he travelled to Paris to study in the studio of David. In 1802 he made his Salon debut, and won the Prix de Rome for his painting The Ambassadors of Agamemnon in the tent of Achilles. By the time he departed in 1806 for his residency in Rome, his style—revealing his close study of Italian and Flemish Renaissance masters—was fully developed, and would change little for the rest of his life. While working in Rome and subsequently Florence from 1806 to 1824, he regularly sent paintings to the Paris Salon, where they were faulted by critics who found his style bizarre and archaic. He received few commissions during this period for the history paintings he aspired to paint, but was able to support himself and his wife as a portrait painter and draughtsman.
He was finally recognized at the Salon in 1824, when his Raphaelesque painting, The Vow of Louis XIII, was met with acclaim, and Ingres was acknowledged as the leader of the Neoclassical school in France. Although the income from commissions for history paintings allowed him to paint fewer portraits, his Portrait of Monsieur Bertin marked his next popular success in 1833. The following year, his indignation at the harsh criticism of his ambitious composition The Martyrdom of Saint Symphorian caused him to return to Italy, where he assumed directorship of the French Academy in Rome in 1835. He returned to Paris for good in 1841. In his later years he painted new versions of many of his earlier compositions, a series of designs for stained glass windows, several important portraits of women, and The Turkish Bath, the last of his several Orientalist paintings of the female nude, which he finished at the age of 83.

",224.0,103.0,2.0,1780-08-29,1867-01-14,,ingres
225,225,james faulds,https://www.wikigallery.org//wiki/artist51239/James-Faulds/page-1,"Henry Faulds (1 June 1843 – 24 March 1930) was a Scottish doctor, missionary and scientist who is noted for the development of fingerprinting.",,,,,,,faulds
226,226,federico andreotti,https://www.wikigallery.org//wiki/artist46465/Federico-Andreotti/page-1,Federico Andreotti (6 March 1847 – 1930) was an Italian painter.,,,,,,,andreotti
227,227,eduardo rosales,https://www.wikigallery.org//wiki/artist53578/Eduardo-Rosales/page-1,"Eduardo Rosales Gallinas (4 November 1836 – 13 September 1873) was a Spanish painter. He was an adherent of the Italian-based art movement known as ""Purismo"" and specialized in historical scenes.",227.0,104.0,104.0,,,,rosales
228,228,david the younger ryckaert,https://www.wikigallery.org//wiki/artist38527/David-The-Younger-Ryckaert/page-1,"David Ryckaert III, David Rijckaert III or David Rijckaert the Younger (2 December 1612, Antwerp - 11 November 1661, Antwerp) was a Flemish painter known for his contribution to genre painting, in particular through his scenes of merry companies and peasants.  He also painted hell scenes and images of alchemists. He enjoyed the patronage of prominent patrons and was a painter to the court of the governor of the Southern Netherlands.",,,,,,,ryckaert
229,229,michel-ange houasse,https://www.wikigallery.org//wiki/artist34438/Michel-Ange-Houasse/page-1,"Michel Ange Houasse (Paris, 1680 – Arpajon, 1730) was a French painter, most of whose career was spent at the court of Philip V of Spain, who summoned him to the court in Madrid in 1715 whilst he was still Philip of Anjou. (Michel Ange had already trained in the studio of his father, René-Antoine Houasse.) Michel Ange produced many portraits of the Spanish royal family, including ones of the future king Louis I. He introduced Spain to mythological and rural scenes he had learned from Flemish Baroque art. His taste for pastoral and bucolic genre scenes resulted in paintings such as Blind man's buff (in Spanish, La gallina ciega), clearly influenced by Watteau and itself a clear influence on Goya's oil on linen cartoon of the same name. In his later years he came into friction over works for the royal court with his fellow French artist Jean Ranc.",229.0,2.0,396.0,,1730-09-30,,houasse
230,230,paul klee,https://www.wikigallery.org//wiki/artist36780/Paul-Klee/page-1,"Paul Klee (German: [paʊ̯l ˈkleː]; 18 December 1879 – 29 June 1940) was a Swiss-born German artist. His highly individual style was influenced by movements in art that included expressionism, cubism, and surrealism. Klee was a natural draftsman who experimented with and eventually deeply explored color theory, writing about it extensively; his lectures Writings on Form and Design Theory (Schriften zur Form und Gestaltungslehre), published in English as the Paul Klee Notebooks, are held to be as important for modern art as Leonardo da Vinci's A Treatise on Painting was for the Renaissance. He and his colleague, Russian painter Wassily Kandinsky, both taught at the Bauhaus school of art, design and architecture in Germany. His works reflect his dry humor and his sometimes childlike perspective, his personal moods and beliefs, and his musicality.",230.0,105.0,397.0,,1940-06-29,,klee
231,231,james fairman,https://www.wikigallery.org//wiki/artist42649/James-Fairman/page-1,"James Fairman (1826 in Glasgow – 12 March 1904, in Brooklyn, New York) was a Scottish-born American landscape painter, art teacher, art critic and military officer.",,,,,,,fairman
232,232,katsushika hokusai,https://www.wikigallery.org//wiki/artist34455/Katsushika-Hokusai/page-1,"Katsushika Hokusai (葛飾 北斎, c. 31 October 1760 – 10 May 1849), known simply as Hokusai, was a Japanese ukiyo-e artist of the Edo period, active as a painter and printmaker. He is best known for the woodblock print series Thirty-Six Views of Mount Fuji, which includes the iconic print The Great Wave off Kanagawa. Hokusai was instrumental in developing ukiyo-e from a style of portraiture largely focused on courtesans and actors into a much broader style of art that focused on landscapes, plants, and animals. His works said to have had a significant influence on Vincent van Gogh and Claude Monet during the wave of Japonisme, that spread across Europe in the late 19th century.
Hokusai created the monumental Thirty-Six Views of Mount Fuji as a response to a domestic travel boom in Japan and as part of a personal interest in Mount Fuji. It was this series, specifically, The Great Wave off Kanagawa and Fine Wind, Clear Morning, that secured his fame both in Japan and overseas.Hokusai was best known for his woodblock ukiyo-e prints, but he worked in a variety of mediums including painting and book illustration. Starting as a young child, he continued working and improving his style until his death, aged 88. In a long and successful career, Hokusai produced over 30,000 paintings, sketches, woodblock prints, and images for picture books in total. Innovative in his compositions and exceptional in his drawing technique, Hokusai is considered one of the greatest masters in the history of art.",232.0,106.0,106.0,1760-10-31,1849-05-10,,hokusai
233,233,jean fouquet,https://www.wikigallery.org//wiki/artist34795/Jean-Fouquet/page-1,"Jean (or Jehan) Fouquet (ca.1420–1481) was a French painter and miniaturist. A master of panel painting and manuscript illumination, and the apparent inventor of the portrait miniature, he is considered one of the most important painters from the period between the late Gothic and early Renaissance. He was the first French artist to travel to Italy and experience first-hand the early Italian Renaissance.
Little is known of Fouquet's early life and education. Though long assumed to have been an apprentice of the so-called Bedford Master of Paris it is now suggested that he may have studied under the Jouvenal Master in Nantes, whose works were formerly assumed to be early works by Fouquet. Sometime between 1445 and 1447 he travelled to Italy where he came under the influence of Roman Quattrocento artists such as Fra Angelico and Filarete. During the 1450s he began working at the French court, where he counted kings Charles VII and his successor Louis XI among his many patrons.",,,,,,,fouquet
234,234,charles martin hardie,https://www.wikigallery.org//wiki/artist52933/Charles-Martin-Hardie/page-1,"Charles Martin Hardie (16 March 1858 – 3 September 1916) was a Scottish artist and portrait painter.
Born in East Linton in East Lothian in Scotland, the son of Mary née Martin (1817–1901) and John Hardie (1820–1870), a Master Carpenter, Charles Martin Hardie initially joined the family business working as a carpenter; however, being related by marriage to the artist John Pettie persuaded him to train as an artist at the Trustees' Academy in Edinburgh. Throughout his career he specialised in portraits of Robert Burns and Sir Walter Scott in imaginary historical scenes and in paintings of Scottish country life which frequently have a strong narrative theme. Working in oils and watercolour, Hardie painted portraits, landscapes and genre and historical scenes. He maintained a studio in Picardy Place in Edinburgh.In about 1889 he married Mary née Lewis (1871–1898) and with her had two children: Lewis Hardie (1890–1891) and Constance Valerie Martin Hardie (1892–1977). He divorced her in 1895 after she ran off with an actor following which he married Margaret Somerville née Smart (1873–).
Hardie was elected an Associate of the Royal Scottish Academy (ARSA) in 1886 and a member of the Royal Scottish Academy (RSA) in 1895. He exhibited at: the Royal Academy; the Royal Scottish Academy; the Royal Hibernian Academy; the Royal Institute of Painters in Water Colours; the Royal Glasgow Institute of Fine Arts and the Aberdeen Artists’ Society.At least eight of his artworks are in the collection of the National Galleries of Scotland His portrait of Julius Drewe hangs in Castle Drogo in Devon.
Charles Martin Hardie died in Edinburgh in 1916 aged 58.",,,,,,,hardie
235,235,luca postiglione,https://www.wikigallery.org//wiki/artist59970/Luca-Postiglione/page-1,"Luca Postiglione (October 18, 1876 in Naples – 1936) was an Italian painter, mainly of portraits, and historic and genre subjects, in a Realist style.
He was the son of the painter Luigi Postiglione. His elder brother, Salvatore Postiglione was also a painter and his teacher. Luigi's uncle, Raffaele (1818–1897) was a professor at the Neapolitan Institute of Fine Arts.Among his works are L'orfana exhibited at the Italian Exhibition in London in 1904, while Il giglio, and La Soglia were exhibited at the International Exposition in Rome in 1906.",,,,,,,postiglione
237,237,robert gemmell hutchison,https://www.wikigallery.org//wiki/artist44390/Robert-Gemmell-Hutchison/page-1,"Robert Gemmell Hutchison RSA RSW (1855–1936) was a Scottish landscape artist, specialising in coastal scenes. He belongs to the school of British Impressionism.",,,,,,,hutchison
238,238,frederick goodall,https://www.wikigallery.org//wiki/artist46468/Frederick-Goodall/page-1,Frederick Goodall  (17 September 1822 – 29 July 1904) was an English artist.,238.0,107.0,,1822-09-17,1904-07-29,,goodall
239,239,norman garstin,https://www.wikigallery.org//wiki/artist46689/Norman-Garstin/page-1,"Norman Garstin (28 August 1847 – 22 June 1926) was an Irish artist, teacher, art critic and journalist associated with the Newlyn School of painters. After completing his studies in Antwerp and Paris, Garstin travelled around Europe and painted some of his first professional paintings while on the journey. He later took students to Europe to some of his favourite places.
Garstin painted plein air and was influenced by Impressionism, Japanese works and James McNeill Whistler. Some of his works are at Tate and Penlee House. Garstin was a founding member of the Newlyn Art Gallery. His daughter, Alethea, was also a Newlyn School artist.",239.0,108.0,398.0,,1926-06-22,,garstin
240,240,james abbott mcneill whistler,https://www.wikigallery.org//wiki/artist36842/James-Abbott-McNeill-Whistler/page-1,"James Abbott McNeill Whistler  (; July 10, 1834 – July 17, 1903) was an American painter active during the American Gilded Age and based primarily in the United Kingdom. He eschewed sentimentality and moral allusion in painting and was a leading proponent of the credo ""art for art's sake"". His signature for his paintings took the shape of a stylized butterfly possessing a long stinger for a tail. The symbol combined both aspects of his personality: his art is marked by a subtle delicacy, while his public persona was combative. He found a parallel between painting and music, and entitled many of his paintings ""arrangements"", ""harmonies"", and ""nocturnes"", emphasizing the primacy of tonal harmony. His most famous painting, Arrangement in Grey and Black No. 1 (1871), commonly known as Whistler's Mother, is a revered and often parodied portrait of motherhood. Whistler influenced the art world and the broader culture of his time with his theories and his friendships with other leading artists and writers.",240.0,109.0,7.0,,1903-07-17,,whistler
241,241,john james audubon,https://www.wikigallery.org//wiki/artist40538/John-James-Audubon/page-1,"John James Audubon (born Jean-Jacques Rabin; April 26, 1785 – January 27, 1851) was an American self-trained artist, naturalist, and  ornithologist. His combined interests in art and ornithology turned into a plan to make a complete pictorial record of all the bird species of North America. He was notable for his extensive studies documenting all types of American birds and for his detailed illustrations, which depicted the birds in their natural habitats. His major work, a color-plate book titled The Birds of America (1827–1839), is considered one of the finest ornithological works ever completed. Audubon is also known for identifying 25 new species. He is the eponym of the National Audubon Society, and his name adorns a large number of towns, neighborhoods, and streets across the United States. Dozens of scientific names first published by Audubon are still in use by the scientific community.",241.0,110.0,142.0,1785-04-26,1851-01-27,,audubon
243,243,theofilos hadjimichail,https://www.wikigallery.org//wiki/artist44910/Theofilos-%28Hadjimichail%29/page-1,,,,,,,,hadjimichail
244,244,george henry boughton,https://www.wikigallery.org//wiki/artist35298/George-Henry-Boughton/page-1,"George Henry Boughton  (4 December 1833 – 19 January 1905) was an Anglo-American landscape and genre painter, illustrator and writer.",244.0,,,1833-12-04,1905-01-19,,boughton
245,245,john frederick kensett,https://www.wikigallery.org//wiki/artist39271/John-Frederick-Kensett/page-1,"John Frederick Kensett (March 22, 1816 – December 14, 1872) was an American
landscape painter and engraver born in Cheshire, Connecticut. He was a member of the second generation of the Hudson River School of artists. Kensett's signature works are landscape paintings of New England and New York State, whose clear light and serene surfaces celebrate transcendental qualities of nature, and are associated with Luminism. Kensett's early work owed much to the influence of Thomas Cole, but was from the outset distinguished by a preference for cooler colors and an interest in less dramatic topography, favoring restraint in both palette and composition. The work of Kensett's maturity features tranquil scenery depicted with a spare geometry, culminating in series of paintings in which coastal promontories are balanced against glass-smooth water. He was a founder of the Metropolitan Museum of Art.",245.0,111.0,142.0,1816-03-22,1872-12-14,,kensett
246,246,giovanni paolo panini,https://www.wikigallery.org//wiki/artist64585/%28after%29-Giovanni-Paolo-Panini/page-1,"Giovanni Paolo Panini or Pannini (17 June 1691 – 21 October 1765) was an Italian painter and architect who worked in Rome and is primarily known as one of the vedutisti (""view painters""). As a painter, Panini is best known for his vistas of Rome, in which he took a particular interest in the city's antiquities. Among his most famous works are his view of the interior of the Pantheon (on behalf of Francesco Algarotti), and his vedute—paintings of picture galleries containing views of Rome. Most of his works, especially those of ruins, have a fanciful and unreal embellishment characteristic of capriccio themes. In this they resemble the capricci of Marco Ricci. Panini also painted portraits, including one of Pope Benedict XIV.

",246.0,112.0,72.0,1691-06-17,1765-10-21,,panini
247,247,john arthur lomax,https://www.wikigallery.org//wiki/artist50693/John-Arthur-Lomax/page-1,,,,,,,,lomax
248,248,john william haynes,https://www.wikigallery.org//wiki/artist45115/John-William-Haynes/page-1,"William Washington James Haynes (born October 2, 1993) is an American YouTube and TV personality, rapper, and podcast host. Haynes was a personality on SourceFed, SourceFedNERD, and People Be Like, a Haynes-centric channel from SourceFed where he hosts People Be Like, Deep Dive, and Politics Be Like. On his personal channel, WilliamHaynesTV, he hosts a variety comedy-based videos. Haynes hosted the HeadGum network podcast, She Didn't Text Back, alongside musician-rapper Daren Vongirdner (aka DVG). In July 2017, Haynes premiered as a host on Disney XD's The IGN Show.As a musician, he goes by the name Arsenio Silverstone.",248.0,113.0,,1993-10-02,,,haynes
249,249,giuliano bugiardini,https://www.wikigallery.org//wiki/artist38683/Giuliano-Bugiardini/page-1,Giuliano di Piero di Simone Bugiardini (29 January 1475 – 17 February 1555) was an Italian Renaissance painter. He was born and was mainly active in Florence. He was a painter primarily of religious subjects but he also executed a number of portraits and a few works with mythological subjects.,,,,,,,bugiardini
250,250,louis janmot,https://www.wikigallery.org//wiki/artist49528/Louis-Janmot/page-1,Anne-François-Louis Janmot (21 May 1814 – 1 June 1892) was a French painter and poet.,250.0,114.0,114.0,1814-05-21,1892-06-01,,janmot
251,251,george de forest brush,https://www.wikigallery.org//wiki/artist7372/George-De-Forest-Brush/page-1,"George de Forest Brush (September 28, 1855 – April 24, 1941) was an American painter and Georgist. In collaboration with his friend, the artist Abbott H. Thayer, he made contributions to military camouflage, as did his wife, aviator and artist Mary (called Mittie) Taylor (Whelpley) Brush, and their son, the sculptor Gerome Brush.",,,,,,,brush
252,252,walter boodle,https://www.wikigallery.org//wiki/artist1371/Walter-Boodle/page-1,,,,,,,,boodle
253,253,jean-francois arrigoni neri,https://www.wikigallery.org//wiki/artist6437/Jean-Francois-Arrigoni-Neri/page-1,"A crown-cardinal (Italian: cardinale della corona) was a cardinal protector of a Roman Catholic nation, nominated or funded by a Catholic monarch to serve as their representative within the College of Cardinals and, on occasion, to exercise the right claimed by some monarchs to veto a candidate for election to the papacy. More generally, the term may refer to any cardinal significant as a secular statesman or elevated at the request of a monarch.
Francis Burkle-Young defines a crown cardinal as one ""elevated to the cardinalate solely on the recommendation of the European kings and in many cases without having performed any service at all for the advancement of the Church.""According to conclave historian Frederic Baumgartner, the crown-cardinals ""rarely came to Rome except for the conclaves, if then, and they were largely unknown to the majority of the College. Usually unable to take part in the pratiche, they were not papabili and rarely received more than one or two votes"". Crown-cardinals generally opposed the election of crown-cardinals from other kingdoms, although they tended to unite against the election of cardinal-nephews.Opposition to national cardinal protectors arose in the fifteenth century due to the perceived conflict of interest, and Pope Martin V attempted to forbid them entirely in 1425. A reform of Pope Pius II dated 1464 regards national cardinal protectors as generally inconsistent with curial responsibility, with several exceptions. Such protectorships were first openly permitted by popes Innocent VIII and Alexander VI, both of whom required the explicit written consent of the pontiff for a cardinal to take up a ""position of service to a secular prince"". An unnamed cardinal even suggested elevating national cardinal protectors to a full and official position in the Roman Curia, equivalent to an ambassador.",,,,,,,neri
254,254,emil pap,https://www.wikigallery.org//wiki/artist57350/Emil-Pap/page-1,"This list of Donald Duck universe characters focuses on Disney cartoon and comics characters who typically appear with Donald Duck and Scrooge McDuck, but are not related to them. For relatives of Donald and Scrooge, see Duck family (Disney) or Clan McDuck. For characters exclusive to the DuckTales franchise, see List of DuckTales characters.",,,,,,,pap
255,255,david oyens,https://www.wikigallery.org//wiki/artist56825/David-Oyens/page-1,"David Oyens (29 July 1842 in Amsterdam – 11 February 1902 in Brussels) and Pieter Oyens (29 July 1842 in Amsterdam – 16 February 1894 in Brussels), identical twins, were Dutch painters who specialized in genre scenes. They both spent most of their careers in Brussels. Their name was originally spelled ""Oijens"".",,,,,,,oyens
